Τελευταία Ενημέρωση;Τρίτη, 22 Ιουλίου 2014 16:05;;;;;;
Κωδικός;Περιγραφή;Τιμή;Last Import;Barcode;Κατηγορία;Συν. Διαθέσιμο Απόθεμα;Συνολικό Απόθεμα
202433;EARING 202433 BLACK EAR/PERLA;4,90;18/04/2013;5205103878081;ΜΠΙΖΟΥ;1;1
202434;EARING 202434 GREY EAR/PERLA;4,90;18/04/2013;5205103878098;ΜΠΙΖΟΥ;2;2
202439;NECKLACE 202439 BLACK PEARL/227;11,00;10/05/2011;5205103878142;ΜΠΙΖΟΥ;4;4
202440;NECKLACE 202440 GREY PEARL/227;11,00;10/05/2011;5205103878159;ΜΠΙΖΟΥ;3;3
202451;GLOVE 202451 PAIR 11 BLACK 152/1;7,90;01/05/2013;5205103878289;ΑΞΕΣΟΥΑΡ;1;1
202461;GLOVE 202461 PAIR MULTI FA150/2F;9,90;23/07/2013;5205103878388;ΑΞΕΣΟΥΑΡ;1;1
202462;GLOVE 202462 PAIR MULTI FA150/R1-1F;7,90;23/07/2013;5205103878395;ΑΞΕΣΟΥΑΡ;5;5
202471;ECHARPE 202471 W10 CORAIL 24.80;21,90;06/11/2012;5205103878487;ΑΞΕΣΟΥΑΡ;1;1
202478;ECHARPE 202478 W10 DARK GREY 24.80;21,90;08/10/2013;5205103878555;ΑΞΕΣΟΥΑΡ;2;2
202496;EARING 202496 SILVER E12;8,00;18/04/2013;5205103878739;ΜΠΙΖΟΥ;1;1
202497;EARING 202497 GOLD E12;8,00;18/04/2013;5205103878746;ΜΠΙΖΟΥ;1;1
202500;NECKLACE 202500 SILVER N8;11,90;05/05/2011;5205103878777;ΜΠΙΖΟΥ;5;5
202513;NECKLACE 202513 SILVER N15;13,90;04/05/2011;5205103878906;ΜΠΙΖΟΥ;6;6
202519;EARING 202519 SILVER E5;9,90;18/04/2013;5205103878968;ΜΠΙΖΟΥ;2;2
202520;EARING 202520 SILVER E3;13,00;21/12/2011;5205103878975;ΜΠΙΖΟΥ;1;1
202522;EARING 202522 SILVER SKA025;7,00;28/09/2012;5205103878999;ΜΠΙΖΟΥ;2;2
202526;EARING 202526 GOLD 3502436X291217;6,90;18/04/2013;5205103879347;ΜΠΙΖΟΥ;1;1
202527;EARING 202527 SILVER 3502436X291225;6,90;18/04/2013;5205103879354;ΜΠΙΖΟΥ;3;3
202530;BRACELET 202530 W10 GOLD 3302175D291217;11,00;18/11/2013;5205103879385;ΜΠΙΖΟΥ;2;2
202531;BRACELET 202531 W10 SILVER 3302175D29121;11,00;19/11/2010;5205103879392;ΜΠΙΖΟΥ;4;4
202533;BRACELET 202533 W10 HEMATITE 3302145D291;16,00;31/07/2012;5205103879415;ΜΠΙΖΟΥ;1;1
202536;BRACELET 202536 SILVER 3302149D291217;14,90;02/01/2012;5205103879446;ΜΠΙΖΟΥ;1;1
202537;NECKLACE 202537 GOLD 2176355;10,90;03/05/2011;5205103879453;ΜΠΙΖΟΥ;9;9
202545;NECKLACE 202545 GOLD PA15838COL1;21,90;19/11/2010;5205103879583;ΜΠΙΖΟΥ;4;4
202548;NECKLACE 202548 SILVER PA14509COL2;19,00;12/10/2012;5205103879613;ΜΠΙΖΟΥ;1;1
202549;NECKLACE 202549 BLACK F09OJNO2/JBD;36,90;05/04/2013;5205103879620;ΜΠΙΖΟΥ;1;1
202550;NECKLACE 202550 W10 BLACK NIKEL TS12298N;31,00;07/01/2014;5205103879637;ΜΠΙΖΟΥ;4;4
202555;BRACELET 202555 GOLD TS15X55/B/HEM;21,00;05/05/2011;5205103879682;ΜΠΙΖΟΥ;5;5
202579;EARING 202579 SILVER FE32829COL2;18,00;09/05/2012;5205103879927;ΜΠΙΖΟΥ;5;5
202580;EARING 202580 GOLD FE32829COL1;18,00;02/12/2011;5205103879934;ΜΠΙΖΟΥ;4;4
202581;EARING 202581 SILVER FE32386COL2;10,90;28/09/2012;5205103879941;ΜΠΙΖΟΥ;2;2
202585;EARING 202585 GOLD FE31153COL1;16,90;18/04/2013;5205103879989;ΜΠΙΖΟΥ;1;1
202636;ΔΙΑΔΗΜΑ 202636 W10 Ν.2251 ΓΑΛΛΙΑΣ;3,80;08/10/2013;5205103880701;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;1;1
202777;ΣΤΕΚΑ 202777 W10 F5689;3,90;08/10/2013;5205103882767;ΑΞΕΣΟΥΑΡ ΜΑΛΛΙΩΝ;1;1
203015;BELT 203015 SS10 FUSHIA 7820;21,50;27/10/2010;5205103886208;ΑΞΕΣΟΥΑΡ;48;48
203016;BELT 203016 SS10 GREY 7820;21,50;06/12/2010;5205103886215;ΑΞΕΣΟΥΑΡ;35;35
203017;BELT 203017 SS10 TURQUISE 7820;21,50;19/11/2010;5205103886222;ΑΞΕΣΟΥΑΡ;57;57
203018;BELT 203018 SS10 BEIGE 4773;24,50;27/10/2010;5205103886239;ΑΞΕΣΟΥΑΡ;25;25
203019;BELT 203019 SS10 CANOY ROSE 4773;24,50;17/12/2013;5205103886246;ΑΞΕΣΟΥΑΡ;45;45
203020;BELT 203020 SS10 COGNAG 4773;24,50;06/12/2010;5205103886253;ΑΞΕΣΟΥΑΡ;35;35
203021;BELT 203021 SS10 BEIGE 7707;19,90;20/10/2010;5205103886260;ΑΞΕΣΟΥΑΡ;17;17
203022;BELT 203022 SS10 BLACK 7707;19,90;19/11/2010;5205103886277;ΑΞΕΣΟΥΑΡ;7;7
203023;BELT 203023 SS10 CAMEL/GRIS 7707;19,90;20/10/2010;5205103886284;ΑΞΕΣΟΥΑΡ;7;7
203024;BELT 203024 SS10 TAUPE 7748;32,50;19/11/2010;5205103886291;ΑΞΕΣΟΥΑΡ;25;25
203025;BELT 203025 SS10 COGNAC 7748;32,50;26/10/2010;5205103886307;ΑΞΕΣΟΥΑΡ;15;15
203027;BELT 203027 SS10 CROCO ECRU 7722;32,50;26/10/2010;5205103886321;ΑΞΕΣΟΥΑΡ;23;23
203028;BELT 203028 SS10 BEIGE 7076;32,50;15/03/2010;5205103886338;ΑΞΕΣΟΥΑΡ;55;55
203029;BELT 203029 SS10 BLACK 7076;32,50;19/11/2010;5205103886345;ΑΞΕΣΟΥΑΡ;49;49
203030;BELT 203030 SS10 RED 7076;32,50;15/03/2010;5205103886352;ΑΞΕΣΟΥΑΡ;69;69
203035;EARING 203035 SS10 GOLD PVE81;11,90;19/11/2010;5205103886406;ΜΠΙΖΟΥ;1;1
203036;NECKLACE 203036 SS10 CREAM PVX100;14,90;05/03/2013;5205103886413;ΜΠΙΖΟΥ;39;39
203037;NECKLACE 203037 SS10 SILVER PQX06;14,90;15/12/2010;5205103886420;ΜΠΙΖΟΥ;31;31
203038;BRACELET 203038 SS10 RED PVS36;13,90;06/12/2010;5205103886437;ΜΠΙΖΟΥ;14;14
203040;EARING 203040 SS10 SILVER/CRYSTAL MQE08;11,90;06/12/2010;5205103886451;ΜΠΙΖΟΥ;8;8
203042;NECKLACE 203042 SS10 GOLD 227084D;14,90;15/12/2010;5205103886475;ΜΠΙΖΟΥ;4;4
203043;EARING 203043 SS10 GOLD 313774D;8,90;19/11/2010;5205103886482;ΜΠΙΖΟΥ;1;1
203050;EARING 203050 SS10 SILVER 313957S;7,90;22/12/2010;5205103886550;ΜΠΙΖΟΥ;5;5
203052;EARING 203052 SS10 SILVER 302345S;11,90;18/12/2013;5205103886574;ΜΠΙΖΟΥ;8;8
203057;EARING 203057 SS10 SILVER 309492S;6,90;29/03/2011;5205103886628;ΜΠΙΖΟΥ;1;1
203058;NECKLACE 203058 SS10 SILVER 227088A;9,90;03/11/2010;5205103886635;ΜΠΙΖΟΥ;17;17
203059;NECKLACE 203059 SS10 RODIUM 227088C;9,90;23/12/2010;5205103886642;ΜΠΙΖΟΥ;20;20
203061;EARING 203061 SS10 WHITE PEARL 313976A;4,90;02/01/2012;5205103886666;ΜΠΙΖΟΥ;3;3
203062;EARING 203062 SS10 GREY PEARL 313978A;4,90;20/10/2010;5205103886673;ΜΠΙΖΟΥ;19;19
203063;EARING 203063 SS10 BLACK PEARL 313980A;4,90;22/12/2010;5205103886680;ΜΠΙΖΟΥ;21;21
203066;BRACELET 203066 SS10 GREY PEARL 131421C;6,90;03/11/2010;5205103886710;ΜΠΙΖΟΥ;4;4
203068;NECKLACE 203068 SS10 WHITE 200783W;9,90;31/07/2012;5205103886734;ΜΠΙΖΟΥ;1;1
203070;NECKLACE 203070 SS10 BLACK 226869C;7,90;31/07/2012;5205103886758;ΜΠΙΖΟΥ;1;1
203072;NECKLACE 203072 SS10 RED 226869C;7,90;02/01/2012;5205103886772;ΜΠΙΖΟΥ;1;1
203075;BRACELET 203075 SS10 BLACK 140741C;12,90;06/12/2010;5205103886802;ΜΠΙΖΟΥ;8;8
203076;BRACELET 203076 SS10 WHITE 140741C;12,90;06/12/2010;5205103886819;ΜΠΙΖΟΥ;17;17
203077;BRACELET 203077 SS10 D.BROWN 140741C;12,90;11/11/2011;5205103886826;ΜΠΙΖΟΥ;2;2
203078;BRACELET 203078 SS10 T.BROWN 140741C;12,90;20/10/2010;5205103886833;ΜΠΙΖΟΥ;22;22
203082;BRACELET 203082 SS10 TURQUISE 140743C;6,90;31/07/2012;5205103886871;ΜΠΙΖΟΥ;2;2
203083;NECKLACE 203083 SS10 BROWN/MULTI 241975C;16,90;15/12/2010;5205103886888;ΜΠΙΖΟΥ;1;1
203085;NECKLACE 203085 SS10 WHITE 242241C;19,90;05/03/2013;5205103886901;ΜΠΙΖΟΥ;24;24
203086;NECKLACE 203086 SS10 BROWN 242241C;19,90;05/03/2013;5205103886918;ΜΠΙΖΟΥ;15;15
203087;NECKLACE 203087 SS10 BLACK 242241C;19,90;05/03/2013;5205103886925;ΜΠΙΖΟΥ;34;34
203088;NECKLACE 203088 SS10 TURQUISE 242241C;19,90;05/03/2013;5205103886932;ΜΠΙΖΟΥ;19;19
203090;EARING 203090 SS10 CRYSTAL 314069X;7,90;22/12/2010;5205103886956;ΜΠΙΖΟΥ;1;1
203091;EARING 203091 SS10 CREAM PEARL 302565W;6,90;26/11/2010;5205103886963;ΜΠΙΖΟΥ;41;41
203092;EARING 203092 SS10 IVORY 309033C;9,90;12/11/2010;5205103886970;ΜΠΙΖΟΥ;17;17
203093;EARING 203093 SS10 BLUE 302601C;7,90;03/11/2010;5205103886987;ΜΠΙΖΟΥ;5;5
203094;EARING 203094 SS10 RED 302601C;7,90;05/03/2013;5205103886994;ΜΠΙΖΟΥ;24;24
203095;EARING 203095 SS10 PEARL 313924C;9,90;15/12/2010;5205103887007;ΜΠΙΖΟΥ;18;18
203096;EARING 203096 SS10 CREAM PEARL 3094775S;9,90;23/12/2010;5205103887014;ΜΠΙΖΟΥ;20;20
203097;EARING 203097 SS10 SILVER 302570A;9,90;06/12/2010;5205103887021;ΜΠΙΖΟΥ;39;39
203098;EARING 203098 SS10 SILVER 302571A;9,90;15/12/2010;5205103887038;ΜΠΙΖΟΥ;40;40
203099;EARING 203099 SS10 SILVER 302573A;9,90;06/12/2010;5205103887045;ΜΠΙΖΟΥ;44;44
203100;EARING 203100 SS10 SILVER 309355S;11,90;05/03/2013;5205103887052;ΜΠΙΖΟΥ;37;37
203101;EARING 203101 SS10 SILVER 309363A;9,90;15/12/2010;5205103887069;ΜΠΙΖΟΥ;8;8
203102;EARING 203102 SS10 SILVER 314095A;9,90;12/11/2010;5205103887076;ΜΠΙΖΟΥ;4;4
203104;EARING 203104 SS10 GOLD 309501D;7,90;28/09/2012;5205103887090;ΜΠΙΖΟΥ;6;6
203105;EARING 203105 SS10 SILVER 302574A;9,90;23/12/2010;5205103887106;ΜΠΙΖΟΥ;52;52
203108;RING 203108 SS10 SILVER 707077A;11,90;03/11/2010;5205103887137;ΜΠΙΖΟΥ;5;5
203109;RING 203109 SS10 SILVER 710527N;9,90;21/12/2011;5205103887144;ΜΠΙΖΟΥ;2;2
203110;NECKLACE 203110 SS10 GOLD 01-VN24922A-P4;21,50;06/12/2010;5205103887236;ΜΠΙΖΟΥ;10;10
203111;NECKLACE 203111 SS10 BROWN 01-VN24957A-P;21,50;06/12/2010;5205103887243;ΜΠΙΖΟΥ;22;22
203112;BRACELET 203112 SS10 MULTI 01-VBR14910A-;11,90;06/12/2010;5205103887250;ΜΠΙΖΟΥ;10;10
203114;NECKLACE 203114 SS10 GOLD 22-WN28959-BC;13,90;10/12/2010;5205103887274;ΜΠΙΖΟΥ;25;25
203115;BROOCH 203115 SS10 SILVER/BLACK 22WP2029;9,90;22/12/2010;5205103887281;ΜΠΙΖΟΥ;30;30
203116;BROOCH 203116 SS10 SILVER 22-WP20294XA-A;9,90;23/12/2010;5205103887298;ΜΠΙΖΟΥ;24;24
203117;EARING 203117 SS10 GOLD 22-WE28012-B4D;15,90;06/12/2010;5205103887304;ΜΠΙΖΟΥ;9;9
203119;EARING 203119 SS10 GOLD 22-WE28005-2F;5,90;06/12/2010;5205103887328;ΜΠΙΖΟΥ;13;13
203122;EARING 203122 SS10 GOLD 22-WE26981GLD-2F;6,90;06/12/2010;5205103887359;ΜΠΙΖΟΥ;18;18
203123;EARING 203123 SS10 SILVER 22-WE19940-A1E;9,90;10/12/2010;5205103887366;ΜΠΙΖΟΥ;7;7
203124;EARING 203124 SS10 GOLD 22-WE27501-A3H;13,90;28/01/2011;5205103887373;ΜΠΙΖΟΥ;1;1
203125;EARING 203125 SS10 GOLD/PINK 22-WE26416-;7,90;25/11/2011;5205103887380;ΜΠΙΖΟΥ;21;21
203126;EARING 203126 SS10 GOLD/BLACK 22-WE26416;7,90;06/12/2010;5205103887397;ΜΠΙΖΟΥ;20;20
203127;HOOP 203127 SS10 GOLD 22-WE26817GLD-AB;7,90;05/03/2013;5205103887403;ΜΠΙΖΟΥ;9;9
203128;HOOP 203128 SS10 SILVER 22-WE26817SIL-AB;7,90;03/11/2010;5205103887410;ΜΠΙΖΟΥ;5;5
203129;EARING 203129 SS10 GOLD 22-WN27867E-A3B;9,90;12/10/2012;5205103887427;ΜΠΙΖΟΥ;1;1
203130;EARING 203130 SS10 VERAMAN 22-WE25892A-2;4,90;26/11/2010;5205103887434;ΜΠΙΖΟΥ;11;11
203131;EARING 203131 SS10 PINK 22-WE25892ANUDE-;4,90;19/11/2010;5205103887441;ΜΠΙΖΟΥ;1;1
203132;NECKLACE 203132 SS10 ECRUE 22-WN29289-C4;23,90;06/12/2010;5205103887458;ΜΠΙΖΟΥ;39;39
203133;NECKLACE 203133 SS10 PINK 22-WN29289BG-C;23,90;06/12/2010;5205103887465;ΜΠΙΖΟΥ;24;24
203134;BRACELET 203134 SS10 RED/ORANGE 22-WB316;14,90;06/12/2010;5205103887472;ΜΠΙΖΟΥ;20;20
203135;BRACELET 203135 SS10 BLUE 22-WB31612-BB1;14,90;06/12/2010;5205103887489;ΜΠΙΖΟΥ;36;36
203136;BRACELET 203136 SS10 BLUE BROWN22WB31612;14,90;15/12/2010;5205103887496;ΜΠΙΖΟΥ;27;27
203137;BRACELET 203137 SS10 PINK 22-WB31612PNK-;14,90;15/12/2010;5205103887502;ΜΠΙΖΟΥ;14;14
203138;BRACELET 203138 SS10 BLUE/PURPLE 22WB316;14,90;15/12/2010;5205103887519;ΜΠΙΖΟΥ;20;20
203140;NECKLACE 203140 SS10 MULTI 40-17484-BE;16,90;06/12/2010;5205103887533;ΜΠΙΖΟΥ;11;11
203141;NECKLACE 203141 SS10 MULTI 40-30620-A3I;14,90;12/11/2010;5205103887540;ΜΠΙΖΟΥ;15;15
203142;NECKLACE 203142 SS10 GREY 40-20302-B2;23,90;05/03/2013;5205103887557;ΜΠΙΖΟΥ;31;31
203143;NECKLACE 203143 SS10 ECRU 40-20302C-B2;23,90;05/03/2013;5205103887564;ΜΠΙΖΟΥ;26;26
203144;BRACELET 203144 SS10 SILVER 40-19181-B1E;16,90;08/04/2011;5205103887571;ΜΠΙΖΟΥ;3;3
203146;BRACELET 203146 SS10 MULTI 40-20660-A3F;16,90;22/12/2010;5205103887595;ΜΠΙΖΟΥ;3;3
203147;BRACELET 203147 SS10 MULTI 40-20660B-A3F;16,90;19/05/2011;5205103887601;ΜΠΙΖΟΥ;1;1
203148;BRACELET 203148 SS10 GOLD 40-12451-AA;11,90;11/11/2011;5205103887618;ΜΠΙΖΟΥ;2;2
203149;BRACELET 203149 SS10 CORAIL 40-30773-A3E;14,90;06/12/2010;5205103887625;ΜΠΙΖΟΥ;5;5
203151;BRACELET 203151 SS10 BLACK 40-30823D-2G;5,90;06/12/2010;5205103887649;ΜΠΙΖΟΥ;17;17
203152;BRACELET 203152 SS10 GOLD/TURQUISE403030;13,90;06/12/2010;5205103887656;ΜΠΙΖΟΥ;22;22
203153;NECKLACE 203153 SS10 GOLD 94-N23842-B3I;19,90;22/12/2010;5205103887663;ΜΠΙΖΟΥ;1;1
203154;NECKLACE 203154 SS10 SILVER/MULTI 94-N31;19,90;23/03/2011;5205103887670;ΜΠΙΖΟΥ;4;4
203155;EARING 203155 SS10 SILVER/PINK 94-E26386;7,90;10/12/2010;5205103887687;ΜΠΙΖΟΥ;26;26
203156;EARING 203156 SS10 GOLD 94-E29235-BF;14,90;15/12/2010;5205103887694;ΜΠΙΖΟΥ;43;43
203158;NECKLACE 203158 SS10 SILVER B2-DN10006-A;12,90;15/12/2010;5205103887717;ΜΠΙΖΟΥ;12;12
203159;NECKLACE 203159 SS10 GOLD B2-DN9995-A1G;11,90;04/01/2013;5205103887724;ΜΠΙΖΟΥ;6;6
203160;NECKLACE 203160 SS10 PINK B2-DN10058-A2I;11,90;06/12/2010;5205103887731;ΜΠΙΖΟΥ;13;13
203161;NECKLACE 203161 SS10 GOLD B2-DN8959B-;8,90;03/11/2010;5205103887748;ΜΠΙΖΟΥ;4;4
203162;NECKLACE 203162 SS10 GOLD B2-DN9897-B2;17,90;16/11/2010;5205103887755;ΜΠΙΖΟΥ;6;6
203170;EARING 203170 SS10 SILVER B2-DE9292-3F;6,90;06/12/2010;5205103887830;ΜΠΙΖΟΥ;2;2
203171;EARING 203171 SS10 GOLD B2-DE9292A-3F;6,90;28/01/2011;5205103887847;ΜΠΙΖΟΥ;3;3
203173;EARING 203173 SS10 RED/GOLD B2-DE5468-A4;14,90;06/12/2010;5205103887861;ΜΠΙΖΟΥ;52;52
203174;EARING 203174 SS10 BLUE B2-DE5468B-A4H;14,90;10/12/2010;5205103887878;ΜΠΙΖΟΥ;23;23
203175;NECKLACE 203175 SS10 MULTI B2-DN10679-B3;23,90;16/11/2010;5205103887885;ΜΠΙΖΟΥ;8;8
203177;BRACELET 203177 SS10 GOLD B2-DB2347-A3B;14,90;21/10/2011;5205103887908;ΜΠΙΖΟΥ;2;2
203178;BRACELET 203178 SS10 SILVER B2-DCB0008-2;18,90;21/10/2011;5205103887915;ΜΠΙΖΟΥ;7;7
203179;BROOCH 203179 SS10 SILVER B5-32416-4I;9,90;23/12/2010;5205103887922;ΜΠΙΖΟΥ;27;27
203180;NECKLACE 203180 SS10 ECRU E4-JN5458-B2D;16,90;20/10/2010;5205103887939;ΜΠΙΖΟΥ;1;1
203182;NECKLACE 203182 SS10 SILVER E4-JN3596-1-;16,90;02/11/2010;5205103887953;ΜΠΙΖΟΥ;5;5
203183;NECKLACE 203183 SS10 GOLD E4-JN3596;16,90;15/12/2010;5205103887960;ΜΠΙΖΟΥ;7;7
203184;EARING 203184 SS10 GOLD E4-JE3413-1-4C;6,90;06/12/2010;5205103887977;ΜΠΙΖΟΥ;41;41
203185;EARING 203185 SS10 SILVER E4-JE3413-4C;6,90;16/11/2010;5205103887984;ΜΠΙΖΟΥ;14;14
203186;EARING 203186 SS10 GOLD E4-JE1812-1-B1E;14,90;03/11/2010;5205103887991;ΜΠΙΖΟΥ;32;32
203188;NECKLACE 203188 SS10 BROWN G2-N36691-BE;14,90;15/12/2010;5205103888011;ΜΠΙΖΟΥ;8;8
203189;NECKLACE 203189 SS10 MULTI G2-N91901-C1;22,90;05/03/2013;5205103888028;ΜΠΙΖΟΥ;20;20
203190;BROOCH 203190 SS10 GOLD G2-P90074-4E;9,90;16/11/2010;5205103888035;ΜΠΙΖΟΥ;28;28
203194;EARING 203194 SS10 ECRU G2-E90576-4-4E;7,90;05/06/2013;5205103888073;ΜΠΙΖΟΥ;3;3
203195;EARING 203195 SS10 GOLD G2-E90576-4E;7,90;06/12/2010;5205103888080;ΜΠΙΖΟΥ;42;42
203196;NECKLACE 203196 SS10 GOLD G2-N91244-1-A2;11,90;16/11/2010;5205103888097;ΜΠΙΖΟΥ;23;23
203197;BRACELET 203197 SS10 MULTI G2-B90882-BE;17,90;04/01/2013;5205103888103;ΜΠΙΖΟΥ;17;17
203198;NECKLACE 203198 SS10 GOLD K3-DYN29211GO-;14,90;20/10/2010;5205103888110;ΜΠΙΖΟΥ;7;7
203199;NECKLACE 203199 SS10 GOLD K3-DYN28382-D1;26,90;26/10/2010;5205103888127;ΜΠΙΖΟΥ;4;4
203200;NECKLACE 203200 SS10 SILVER K3-DYN25365M;14,90;16/11/2010;5205103888134;ΜΠΙΖΟΥ;10;10
203201;NECKLACE 203201 SS10 SILVER K3-DYN29542-;19,90;15/12/2010;5205103888141;ΜΠΙΖΟΥ;7;7
203202;BROOCH 203202 SS10 GOLD K3-DYP2375GO-AB;9,90;18/02/2010;5205103888158;ΜΠΙΖΟΥ;24;24
203203;BRACELET 203203 SS10 CORAIL K3-DYB13242A;14,90;11/11/2011;5205103888165;ΜΠΙΖΟΥ;3;3
203205;EARING 203205 SS10 SILVER 22-WE27752-A3B;11,90;06/12/2010;5205103888189;ΜΠΙΖΟΥ;6;6
203206;EARING 203206 SS10 MULTI 22-WE28067-4B;7,90;16/11/2010;5205103888196;ΜΠΙΖΟΥ;12;12
203207;EARING 203207 SS10 GOLD 22-WE28110A-AF;7,90;02/11/2010;5205103888202;ΜΠΙΖΟΥ;15;15
203208;EARING 203208 SS10 MULTI 22-WE30862F-A3G;11,90;03/11/2010;5205103888219;ΜΠΙΖΟΥ;30;30
203209;EARING 203209 SS10 BROWN 22-WN29496BE-A1;9,90;06/12/2010;5205103888226;ΜΠΙΖΟΥ;16;16
203210;EARING 203210 SS10 GOLD 22-WN30932-2E;5,90;06/12/2010;5205103888233;ΜΠΙΖΟΥ;25;25
203211;EARING 203211 SS10 SILVER 22-WN30932E-2E;5,90;16/11/2010;5205103888240;ΜΠΙΖΟΥ;29;29
203212;EARING 203212 SS10 RED 22-WE27262-3B;4,90;02/12/2011;5205103888257;ΜΠΙΖΟΥ;8;8
203213;EARING 203213 SS10 FUSHIA 22-WE27262-3B;4,90;02/01/2012;5205103888264;ΜΠΙΖΟΥ;2;2
203214;EARING 203214 SS10 YELLOW 22-WE27262-3B;4,90;06/11/2010;5205103888271;ΜΠΙΖΟΥ;30;30
203215;EARING 203215 SS10 SILVER 22-WE28003-A2C;9,90;06/12/2010;5205103888288;ΜΠΙΖΟΥ;14;14
203220;EARING 203220 SS10 MULTI 94-E36244-A2D;9,90;19/11/2010;5205103888332;ΜΠΙΖΟΥ;3;3
203221;EARING 203221 SS10 MULTI 94-E37337-A2D;9,90;16/11/2010;5205103888349;ΜΠΙΖΟΥ;44;44
203222;EARING 203222 SS10 BROWN 94-E37956-A3H;11,90;28/12/2010;5205103888356;ΜΠΙΖΟΥ;8;8
203223;EARING 203223 SS10 GOLD B2-DE10078-2I;5,90;03/11/2010;5205103888363;ΜΠΙΖΟΥ;18;18
203225;EARING 203225 SS10 SILVER B2-DE9417-A4H;12,90;12/11/2010;5205103888387;ΜΠΙΖΟΥ;28;28
203226;EARING 203226 SS10 GOLD B2-DE9779-B1;13,90;28/01/2011;5205103888394;ΜΠΙΖΟΥ;1;1
203227;EARING 203227 SS10 GOLD K3-DYE26476-C1C;14,90;05/03/2013;5205103888400;ΜΠΙΖΟΥ;42;42
203229;BAG 203229 SS10 CUOIO 15 7563;44,50;26/10/2012;5205103888424;ΑΞΕΣΟΥΑΡ;1;1
203260;NECKLACE 203260 SS10 BLACK M00346PL07D10;12,90;06/12/2010;5205103888738;ΜΠΙΖΟΥ;12;12
203261;NECKLACE 203261 SS10 WHITE M00346PL02D10;12,90;06/12/2010;5205103888745;ΜΠΙΖΟΥ;22;22
203262;NECKLACE 203262 SS10 BROWN M00347PL01D10;12,90;16/11/2010;5205103888752;ΜΠΙΖΟΥ;2;2
203267;EARING 203267 SS10 CREAM Q00127GD10A29;19,90;04/01/2013;5205103888806;ΜΠΙΖΟΥ;18;18
203268;EARING 203268 SS10 TURQUISE Q00127GD12A2;19,90;26/10/2010;5205103888813;ΜΠΙΖΟΥ;8;8
203271;EARING 203271 SS10 TURQUISE Q00195MT12E1;8,90;12/11/2010;5205103888844;ΜΠΙΖΟΥ;5;5
203272;EARING 203272 SS10 FUSHIA Q00195MT16E10;8,90;06/12/2010;5205103888851;ΜΠΙΖΟΥ;5;5
203273;BRACELET 203273 SS10 GOLD 56098;28,50;21/10/2011;5205103888868;ΜΠΙΖΟΥ;2;2
203274;BRACELET 203274 SS10 SILVER 56098;28,50;11/11/2011;5205103888875;ΜΠΙΖΟΥ;4;4
203275;NECKLACE 203275 SS10 ROSE 56153;22,90;03/11/2010;5205103888882;ΜΠΙΖΟΥ;38;38
203276;NECKLACE 203276 SS10 WHITE 56153;22,90;05/03/2013;5205103888899;ΜΠΙΖΟΥ;40;40
203277;BRACELET 203277 SS10 SILVER 56O86;24,50;17/05/2012;5205103888905;ΜΠΙΖΟΥ;2;2
203279;BRACELET 203279 SS10 SILVER 56101;17,90;06/12/2010;5205103888929;ΜΠΙΖΟΥ;10;10
203280;BRACELET 203280 SS10 GOLD 56097;28,50;06/12/2010;5205103888936;ΜΠΙΖΟΥ;17;17
203281;BRACELET 203281 SS10 SILVER 56097;28,50;16/11/2010;5205103888943;ΜΠΙΖΟΥ;20;20
203283;NECKLACE 203283 SS10 CORAIL 56008;32,90;06/12/2010;5205103888967;ΜΠΙΖΟΥ;12;12
203284;NECKLACE 203284 SS10 ROSE 56131;34,50;07/01/2014;5205103888974;ΜΠΙΖΟΥ;13;13
203319;BRACELET 203319 SS10 BROWN 30000SB;6,90;05/03/2013;5205103889278;ΜΠΙΖΟΥ;48;48
203320;BRACELET 203320 SS10 BROWN/TURQUISE 3000;6,90;06/12/2010;5205103889285;ΜΠΙΖΟΥ;22;22
203321;NECKLACE 203321 SS10 BEIGE 31093SN;9,90;07/01/2014;5205103889292;ΜΠΙΖΟΥ;45;45
203322;BRACELET 203322 SS10 GOLD 33588SBR;9,90;12/11/2010;5205103889308;ΜΠΙΖΟΥ;7;7
203323;BRACELET 203323 SS10 MULTI 33931B;9,90;02/01/2012;5205103889315;ΜΠΙΖΟΥ;1;1
203324;BRACELET 203324 SS10 MULTI 34467SB;11,90;11/11/2011;5205103889322;ΜΠΙΖΟΥ;3;3
203326;BRACELET 203326 SS10 SILVER/TURQUISE 345;7,90;22/12/2010;5205103889346;ΜΠΙΖΟΥ;4;4
203330;NECKLACE 203330 SS10 GOLD 3009SN;8,90;20/10/2010;5205103889384;ΜΠΙΖΟΥ;14;14
203334;NECKLACE 203334 SS10 BROWN N101;23,90;16/11/2010;5205103889421;ΜΠΙΖΟΥ;10;10
203337;BRACELET 203337 SS10 TURQUISE BR684;16,90;16/11/2010;5205103889452;ΜΠΙΖΟΥ;7;7
203338;BRACELET 203338 SS10 FUSHIA BR403;15,90;06/12/2010;5205103889469;ΜΠΙΖΟΥ;8;8
203339;BRACELET 203339 SS10 BLACK BR403;15,90;06/12/2010;5205103889476;ΜΠΙΖΟΥ;17;17
203340;BRACELET 203340 SS10 TURQUISE BR403;15,90;16/11/2010;5205103889483;ΜΠΙΖΟΥ;24;24
